Date,Day,Year,Tourn,Rnd,Team_1,Team_2,Team_1_Score,Team_2_Score,Team_1_Tries,Team_2_Tries,Team_1_Points,Team_2_Points,Venue,Neut.
28 Aug 1999,Sat,1999,WU,,ITA,FIJ,32,50,3,5,0,5,L'Aquila,N
28 Aug 1999,Sat,1999,3N BC,a ,AUS,NZL,28,7,1,1,4,0,"Stadium Australia, Sydney",N
01 Oct 1999,Fri,1999,WC,Pool D,WAL,ARG,23,18,2,0,4,1,"Millennium Stadium, Cardiff",N
01 Oct 1999,Fri,1999,WC,Pool C,FIJ,NAM,67,18,9,2,5,0,"Stade Mediterranee, Beziers",Y
02 Oct 1999,Sat,1999,WC,Pool E,IRE,USA,53,8,7,1,5,0,"Lansdowne Rd, Dublin",N
02 Oct 1999,Sat,1999,WC,Pool B,ENG,ITA,67,7,8,1,5,0,"Twickenham, London",N
02 Oct 1999,Sat,1999,WC,Pool C,FRA,CAN,33,20,4,2,5,0,"Stade Mediterranee, Beziers",N
02 Oct 1999,Sat,1999,WC,Pool A,SPA,URU,15,27,0,3,0,4,Galashiels,Y
03 Oct 1999,Sun,1999,WC,Pool A,SCO,SAF,29,46,2,6,0,5,"Murrayfield, Edinburgh",N
03 Oct 1999,Sun,1999,WC,Pool E,AUS,ROM,57,9,9,0,5,0,"Ravenhill, Belfast",Y
03 Oct 1999,Sun,1999,WC,Pool B,NZL,TON,45,9,5,0,5,0,"Ashton Gate, Bristol",Y
03 Oct 1999,Sun,1999,WC,Pool D,SAM,JAP,43,9,5,0,5,0,Wrexham,Y
08 Oct 1999,Fri,1999,WC,Pool A,SCO,URU,43,12,6,0,5,0,"Murrayfield, Edinburgh",N
08 Oct 1999,Fri,1999,WC,Pool C,FRA,NAM,47,13,6,1,5,0,"Stade Municipal, Bordeaux",N
09 Oct 1999,Sat,1999,WC,Pool D,WAL,JAP,64,15,9,2,5,0,"Millennium Stadium, Cardiff",N
09 Oct 1999,Sat,1999,WC,Pool B,ENG,NZL,16,30,1,3,0,4,"Twickenham, London",N
09 Oct 1999,Sat,1999,WC,Pool C,FIJ,CAN,38,22,4,1,5,0,"Stade Municipal, Bordeaux",Y
09 Oct 1999,Sat,1999,WC,Pool E,USA,ROM,25,27,3,4,1,5,"Lansdowne Rd, Dublin",Y
10 Oct 1999,Sun,1999,WC,Pool E,IRE,AUS,3,23,0,2,0,4,"Lansdowne Rd, Dublin",N
10 Oct 1999,Sun,1999,WC,Pool A,SAF,SPA,47,3,7,0,5,0,"Murrayfield, Edinburgh",Y
10 Oct 1999,Sun,1999,WC,Pool D,ARG,SAM,32,16,1,1,4,0,Llanelli,Y
10 Oct 1999,Sun,1999,WC,Pool B,ITA,TON,25,28,1,3,1,4,"Welford Rd, Leicester",Y
14 Oct 1999,Thu,1999,WC,Pool D,WAL,SAM,31,38,3,5,1,5,"Millennium Stadium, Cardiff",N
14 Oct 1999,Thu,1999,WC,Pool E,AUS,USA,55,19,8,1,5,0,"Thomond Park, Limerick",Y
14 Oct 1999,Thu,1999,WC,Pool B,NZL,ITA,101,3,14,0,5,0,"McAlpine Stdm, Huddersfield",Y
14 Oct 1999,Thu,1999,WC,Pool C,CAN,NAM,72,11,9,1,5,0,Stade Toulouse,Y
15 Oct 1999,Fri,1999,WC,Pool E,IRE,ROM,44,14,5,1,5,0,"Lansdowne Rd, Dublin",N
15 Oct 1999,Fri,1999,WC,Pool B,ENG,TON,101,10,13,1,5,0,"Twickenham, London",N
15 Oct 1999,Fri,1999,WC,Pool A,SAF,URU,39,3,5,0,5,0,"Hampden Park, Glasgow",Y
16 Oct 1999,Sat,1999,WC,Pool A,SCO,SPA,48,0,7,0,5,0,"Murrayfield, Edinburgh",N
16 Oct 1999,Sat,1999,WC,Pool C,FRA,FIJ,28,19,3,1,4,0,Stade Toulouse,N
16 Oct 1999,Sat,1999,WC,Pool D,ARG,JAP,33,12,2,0,4,0,"Millennium Stadium, Cardiff",Y
20 Oct 1999,Wed,1999,WC,QFpo ,SCO,SAM,35,20,3,2,4,0,"Murrayfield, Edinburgh",N
20 Oct 1999,Wed,1999,WC,QFpo ,ENG,FIJ,45,24,4,3,5,0,"Twickenham, London",N
20 Oct 1999,Wed,1999,WC,QFpo ,IRE,ARG,24,28,0,1,1,4,Lens,Y
23 Oct 1999,Sat,1999,WC,Quart ,WAL,AUS,9,24,0,3,0,4,"Millennium Stadium, Cardiff",N
24 Oct 1999,Sun,1999,WC,Quart ,SCO,NZL,18,30,2,4,0,5,"Murrayfield, Edinburgh",N
24 Oct 1999,Sun,1999,WC,Quart ,FRA,ARG,47,26,5,2,5,0,"Lansdowne Rd, Dublin",Y
24 Oct 1999,Sun,1999,WC,Quart ,ENG,SAF,21,44,0,2,0,4,"Stade de France, Paris",Y
30 Oct 1999,Sat,1999,WC,Semi ,AUS,SAF,27,21,0,0,4,1,"Twickenham, London",Y
31 Oct 1999,Sun,1999,WC,Semi ,NZL,FRA,31,43,3,4,0,5,"Twickenham, London",Y
04 Nov 1999,Thu,1999,WC,3&4 ,NZL,SAF,18,22,0,1,1,4,"Millennium Stadium, Cardiff",Y
06 Nov 1999,Sat,1999,WC,Final ,AUS,FRA,35,12,2,0,4,0,"Millennium Stadium, Cardiff",Y
05 Feb 2000,Sat,2000,6N,1,ITA,SCO,34,20,1,2,4,0,"Stadio Flaminio, Rome",N
05 Feb 2000,Sat,2000,6N,1,WAL,FRA,3,36,0,3,0,4,"Millennium Stadium, Cardiff",N
05 Feb 2000,Sat,2000,6N,1,ENG,IRE,50,18,6,2,5,0,"Twickenham, London",N
19 Feb 2000,Sat,2000,6N,2,IRE,SCO,44,22,5,3,5,0,"Lansdowne Rd, Dublin",N
19 Feb 2000,Sat,2000,6N,2,WAL,ITA,47,16,4,1,5,0,"Millennium Stadium, Cardiff",N
19 Feb 2000,Sat,2000,6N,2,FRA,ENG,9,15,0,0,1,4,"Stade de France, Paris",N
04 Mar 2000,Sat,2000,6N,3,IRE,ITA,60,13,6,1,5,0,"Lansdowne Rd, Dublin",N
04 Mar 2000,Sat,2000,6N,3,SCO,FRA,16,28,1,3,0,4,"Murrayfield, Edinburgh",N
04 Mar 2000,Sat,2000,6N,3,ENG,WAL,46,12,5,0,5,0,"Twickenham, London",N
18 Mar 2000,Sat,2000,6N,4,ITA,ENG,12,59,2,8,0,5,"Stadio Flaminio, Rome",N
18 Mar 2000,Sat,2000,6N,4,WAL,SCO,26,18,2,2,4,0,"Millennium Stadium, Cardiff",N
19 Mar 2000,Sun,2000,6N,4,FRA,IRE,25,27,1,3,1,4,"Stade de France, Paris",N
01 Apr 2000,Sat,2000,6N,5,IRE,WAL,19,23,1,2,1,4,"Lansdowne Rd, Dublin",N
01 Apr 2000,Sat,2000,6N,5,FRA,ITA,42,31,5,4,5,1,"Stade de France, Paris",N
02 Apr 2000,Sun,2000,6N CA,5,SCO,ENG,19,13,1,1,4,1,"Murrayfield, Edinburgh",N
28 May 2000,Sun,2000,,,ROM,FRA,20,67,3,10,0,5,Bucharest,N
03 Jun 2000,Sat,2000,ST,,ARG,IRE,34,23,3,4,4,1,"FC Oeste, Buenos Aires",N
10 Jun 2000,Sat,2000,ST,,SAF,CAN,51,18,8,2,5,0,East_London,N
10 Jun 2000,Sat,2000,,,USA,IRE,3,83,0,13,0,5,Manchester_USA,N
16 Jun 2000,Fri,2000,,,NZL,TON,102,0,15,0,5,0,Albany,N
17 Jun 2000,Sat,2000,TO,,AUS,ARG,53,6,9,0,5,0,"Ballymore, Brisbane",N
17 Jun 2000,Sat,2000,ST,,SAF,ENG,18,13,0,1,4,1,"Loftus Versfeld, Pretoria",N
17 Jun 2000,Sat,2000,,,CAN,IRE,27,27,3,3,2,2,Markham,N
24 Jun 2000,Sat,2000,TO,,AUS,ARG,32,25,3,2,4,1,"Bruce Stadium, Canberra",N
24 Jun 2000,Sat,2000,ST,1,NZL,SCO,69,20,11,2,5,0,"Carisbrook, Dunedin",N
24 Jun 2000,Sat,2000,ST,,SAF,ENG,22,27,1,0,1,4,"Vodacom Park, Bloemfontein",N
24 Jun 2000,Sat,2000,,,TON,SAM,16,13,1,1,4,1,Nuku A'lofa,N
01 Jul 2000,Sat,2000,ST,2,NZL,SCO,48,14,8,2,5,0,"Eden Park, Auckland",N
08 Jul 2000,Sat,2000,ST,,SAM,ITA,43,24,5,3,5,0,Apia,N
08 Jul 2000,Sat,2000,MP,a ,AUS,SAF,44,23,5,3,5,0,"Colonial Stadium, Melbourne",N
15 Jul 2000,Sat,2000,ST,,FIJ,ITA,43,9,5,0,5,0,"National Stadium, Suva",N
15 Jul 2000,Sat,2000,3N BC,a ,AUS,NZL,35,39,5,5,2,5,"Stadium Australia, Sydney",N
22 Jul 2000,Sat,2000,3N,,NZL,SAF,25,12,2,0,4,0,"Jade Stadium, Christchurch",N
29 Jul 2000,Sat,2000,3N,,AUS,SAF,26,6,2,0,4,0,"Stadium Australia, Sydney",N
05 Aug 2000,Sat,2000,3N BC,a ,NZL,AUS,23,24,2,2,1,4,"Westpac Trust, Wellington",N
19 Aug 2000,Sat,2000,3N,,SAF,NZL,46,40,6,4,5,2,"Ellis Park, Johannesburg",N
26 Aug 2000,Sat,2000,3N,,SAF,AUS,18,19,0,1,1,4,"Kings Park Stadium, Durban",N
04 Nov 2000,Sat,2000,AI,,SCO,USA,53,6,6,0,5,0,"Murrayfield, Edinburgh",N
04 Nov 2000,Sat,2000,AI,,FRA,AUS,13,18,1,0,1,4,"Stade de France, Paris",N
11 Nov 2000,Sat,2000,AI DG,,FRA,NZL,26,39,2,2,0,4,"Stade de France, Paris",N
11 Nov 2000,Sat,2000,AI,,IRE,JAP,78,9,11,0,5,0,"Lansdowne Rd, Dublin",N
11 Nov 2000,Sat,2000,AI HC,,SCO,AUS,9,30,0,3,0,4,"Murrayfield, Edinburgh",N
11 Nov 2000,Sat,2000,AI,,WAL,SAM,50,6,6,0,5,0,"Millennium Stadium, Cardiff",N
11 Nov 2000,Sat,2000,AI,,ITA,CAN,17,22,1,1,1,4,Rovigo,N
12 Nov 2000,Sun,2000,,,ARG,SAF,33,37,3,5,1,5,"River Plate, Buenos Aires",N
18 Nov 2000,Sat,2000,AI CC,e ,ENG,AUS,22,19,1,1,4,1,"Twickenham, London",N
18 Nov 2000,Sat,2000,AI,,SCO,SAM,31,8,4,1,5,0,"Murrayfield, Edinburgh",N
18 Nov 2000,Sat,2000,AI,,WAL,USA,42,11,6,1,5,0,"Millennium Stadium, Cardiff",N
18 Nov 2000,Sat,2000,AI,,FRA,NZL,42,33,3,3,4,0,Marseille,N
18 Nov 2000,Sat,2000,AI,,ITA,ROM,37,17,7,2,5,0,Benevento,N
19 Nov 2000,Sun,2000,AI,,IRE,SAF,18,28,2,3,0,4,"Lansdowne Rd, Dublin",N
25 Nov 2000,Sat,2000,AI,,ITA,NZL,19,56,2,8,0,5,Genoa,N
25 Nov 2000,Sat,2000,AI,,ENG,ARG,19,0,1,0,4,0,"Twickenham, London",N
26 Nov 2000,Sun,2000,AI,,WAL,SAF,13,23,1,2,0,4,"Millennium Stadium, Cardiff",N
02 Dec 2000,Sat,2000,AI,,ENG,SAF,25,17,1,1,4,0,"Twickenham, London",N
03 Feb 2001,Sat,2001,6N,1,ITA,IRE,22,41,3,4,0,5,"Stadio Flaminio, Rome",N
03 Feb 2001,Sat,2001,6N,1,WAL,ENG,15,44,2,6,0,5,"Millennium Stadium, Cardiff",N
04 Feb 2001,Sun,2001,6N,1,FRA,SCO,16,6,1,0,4,0,"Stade de France, Paris",N
17 Feb 2001,Sat,2001,6N,2,IRE,FRA,22,15,1,2,4,1,"Lansdowne Rd, Dublin",N
17 Feb 2001,Sat,2001,6N,2,SCO,WAL,28,28,3,1,2,2,"Murrayfield, Edinburgh",N
17 Feb 2001,Sat,2001,6N,2,ENG,ITA,80,23,10,2,5,0,"Twickenham, London",N
03 Mar 2001,Sat,2001,6N CA,3,ENG,SCO,43,3,6,0,5,0,"Twickenham, London",N
03 Mar 2001,Sat,2001,6N,3,ITA,FRA,19,30,1,3,0,4,"Stadio Flaminio, Rome",N
17 Mar 2001,Sat,2001,6N,4,SCO,ITA,23,19,1,1,4,1,"Murrayfield, Edinburgh",N
17 Mar 2001,Sat,2001,6N,4,FRA,WAL,35,43,2,4,0,5,"Stade de France, Paris",N
07 Apr 2001,Sat,2001,6N,5,ENG,FRA,48,19,6,1,5,0,"Twickenham, London",N
08 Apr 2001,Sun,2001,6N,5,ITA,WAL,23,33,1,3,0,4,"Stadio Flaminio, Rome",N
19 May 2001,Sat,2001,,,ARG,URU,32,27,4,2,5,1,Kingston_CAN,Y
23 May 2001,Wed,2001,ST,,ARG,USA,44,16,7,1,5,0,"Mohawk Sports Pk, Hamilton_CAN",Y
02 Jun 2001,Sat,2001,,,CAN,ENG,10,22,1,4,0,5,Markham,N
02 Jun 2001,Sat,2001,,,ROM,IRE,3,37,0,4,0,5,Bucharest,N
02 Jun 2001,Sat,2001,,,SAM,TON,20,18,2,2,4,1,Apia,N
09 Jun 2001,Sat,2001,,,CAN,ENG,20,59,2,8,0,5,Burnaby,N
10 Jun 2001,Sun,2001,,,JAP,WAL,10,64,2,10,0,5,"Hanazono Stadium, Osaka",N
16 Jun 2001,Sat,2001,ST,,SAF,FRA,23,32,1,2,0,4,"Ellis Park, Johannesburg",N
16 Jun 2001,Sat,2001,,,NZL,SAM,50,6,7,0,5,0,Albany,N
16 Jun 2001,Sat,2001,,,USA,ENG,19,48,3,8,0,5,San Francisco,N
17 Jun 2001,Sun,2001,,,JAP,WAL,30,53,3,9,0,5,"Prince Chichibu Stadium, Tokyo",N
23 Jun 2001,Sat,2001,ST,,SAF,FRA,20,15,1,0,4,1,"Kings Park Stadium, Durban",N
23 Jun 2001,Sat,2001,,,NZL,ARG,67,19,10,2,5,0,"Jade Stadium, Christchurch",N
29 Jun 2001,Fri,2001,,,TON,SAM,14,23,2,2,0,4,Nuku A'lofa,N
30 Jun 2001,Sat,2001,ST DG,,NZL,FRA,37,12,4,0,5,0,"Westpac Trust, Wellington",N
30 Jun 2001,Sat,2001,ST,,SAF,ITA,60,14,8,1,5,0,"Boet Erasmus, Pt Elizabeth",N
30 Jun 2001,Sat,2001,LT,1,AUS,LIO,13,29,2,4,0,5,"Woolloongabba, Brisbane",N
07 Jul 2001,Sat,2001,ST,,URU,ITA,3,14,0,1,0,4,Montevideo,N
07 Jul 2001,Sat,2001,LT,2,AUS,LIO,35,14,3,1,4,0,"Colonial Stadium, Melbourne",N
14 Jul 2001,Sat,2001,ST,,ARG,ITA,38,17,4,1,5,0,"FC Oeste, Buenos Aires",N
14 Jul 2001,Sat,2001,LT,3,AUS,LIO,29,23,2,2,4,1,"Stadium Australia, Sydney",N
21 Jul 2001,Sat,2001,3N,,SAF,NZL,3,12,0,0,0,4,"Newlands, Cape Town",N
28 Jul 2001,Sat,2001,3N,,SAF,AUS,20,15,1,0,4,1,"Loftus Versfeld, Pretoria",N
11 Aug 2001,Sat,2001,3N BC,a ,NZL,AUS,15,23,2,2,0,4,"Carisbrook, Dunedin",N
18 Aug 2001,Sat,2001,3N,,AUS,SAF,14,14,1,1,2,2,"Subiaco Oval, Perth_AUS",N
25 Aug 2001,Sat,2001,3N,,NZL,SAF,26,15,2,0,4,0,"Eden Park, Auckland",N
01 Sep 2001,Sat,2001,3N BC,a ,AUS,NZL,29,26,2,2,4,1,"Stadium Australia, Sydney",N
19 Sep 2001,Wed,2001,,,WAL,ROM,81,9,11,0,5,0,"Millennium Stadium, Cardiff",N
22 Sep 2001,Sat,2001,6N,5,SCO,IRE,32,10,4,1,5,0,"Murrayfield, Edinburgh",N
13 Oct 2001,Sat,2001,6N,3,WAL,IRE,6,36,0,3,0,4,"Millennium Stadium, Cardiff",N
20 Oct 2001,Sat,2001,6N,4,IRE,ENG,20,14,1,1,4,1,"Lansdowne Rd, Dublin",N
01 Nov 2001,Thu,2001,,,SPA,AUS,10,92,1,13,0,5,Madrid,N
10 Nov 2001,Sat,2001,AI CC,e ,ENG,AUS,21,15,0,2,4,1,"Twickenham, London",N
10 Nov 2001,Sat,2001,AI,,ITA,FIJ,66,10,7,1,5,0,Treviso,N
10 Nov 2001,Sat,2001,AI,,SCO,TON,43,20,4,1,5,0,"Murrayfield, Edinburgh",N
10 Nov 2001,Sat,2001,AI,,WAL,ARG,16,30,1,2,0,4,"Millennium Stadium, Cardiff",N
10 Nov 2001,Sat,2001,AI,,FRA,SAF,20,10,1,1,4,0,"Stade de France, Paris",N
11 Nov 2001,Sun,2001,AI,,IRE,SAM,35,8,4,1,5,0,"Lansdowne Rd, Dublin",N
17 Nov 2001,Sat,2001,AI,,ITA,SAF,26,54,2,8,0,5,Genoa,N
17 Nov 2001,Sat,2001,AI,,IRE,NZL,29,40,3,6,0,5,"Lansdowne Rd, Dublin",N
17 Nov 2001,Sat,2001,AI,,WAL,TON,51,7,6,1,5,0,"Millennium Stadium, Cardiff",N
17 Nov 2001,Sat,2001,AI,,ENG,ROM,134,0,20,0,5,0,"Twickenham, London",N
17 Nov 2001,Sat,2001,AI,,FRA,AUS,14,13,1,1,4,1,Marseille,N
18 Nov 2001,Sun,2001,AI,,SCO,ARG,16,25,2,1,0,4,"Murrayfield, Edinburgh",N
24 Nov 2001,Sat,2001,AI,,SCO,NZL,6,37,0,3,0,4,"Murrayfield, Edinburgh",N
24 Nov 2001,Sat,2001,AI,,ENG,SAF,29,9,1,0,4,0,"Twickenham, London",N
24 Nov 2001,Sat,2001,AI,,FRA,FIJ,77,10,12,1,5,0,St Etienne,N
24 Nov 2001,Sat,2001,AI,,ITA,SAM,9,17,0,1,0,4,L'Aquila,N
25 Nov 2001,Sun,2001,AI,,WAL,AUS,13,21,1,0,0,4,"Millennium Stadium, Cardiff",N
01 Dec 2001,Sat,2001,,,ARG,NZL,20,24,2,2,1,4,"River Plate, Buenos Aires",N
01 Dec 2001,Sat,2001,,,USA,SAF,20,43,1,6,0,5,Houston,N
02 Feb 2002,Sat,2002,6N CA,1,SCO,ENG,3,29,0,4,0,5,"Murrayfield, Edinburgh",N
02 Feb 2002,Sat,2002,6N,1,FRA,ITA,33,12,2,0,4,0,"Stade de France, Paris",N
03 Feb 2002,Sun,2002,6N,1,IRE,WAL,54,10,6,1,5,0,"Lansdowne Rd, Dublin",N
16 Feb 2002,Sat,2002,6N,2,ITA,SCO,12,29,0,2,0,4,"Stadio Flaminio, Rome",N
16 Feb 2002,Sat,2002,6N,2,WAL,FRA,33,37,3,3,1,4,"Millennium Stadium, Cardiff",N
16 Feb 2002,Sat,2002,6N,2,ENG,IRE,45,11,6,1,5,0,"Twickenham, London",N
02 Mar 2002,Sat,2002,6N,3,IRE,SCO,43,22,5,1,5,0,"Lansdowne Rd, Dublin",N
02 Mar 2002,Sat,2002,6N,3,WAL,ITA,44,20,5,2,5,0,"Millennium Stadium, Cardiff",N
02 Mar 2002,Sat,2002,6N,3,FRA,ENG,20,15,2,2,4,1,"Stade de France, Paris",N
23 Mar 2002,Sat,2002,6N,4,IRE,ITA,32,17,3,2,4,0,"Lansdowne Rd, Dublin",N
23 Mar 2002,Sat,2002,6N,4,SCO,FRA,10,22,1,3,0,4,"Murrayfield, Edinburgh",N
23 Mar 2002,Sat,2002,6N,4,ENG,WAL,50,10,5,1,5,0,"Twickenham, London",N
06 Apr 2002,Sat,2002,6N,5,WAL,SCO,22,27,1,2,1,4,"Millennium Stadium, Cardiff",N
06 Apr 2002,Sat,2002,6N,5,FRA,IRE,44,5,5,1,5,0,"Stade de France, Paris",N
07 Apr 2002,Sun,2002,6N,5,ITA,ENG,9,45,0,6,0,5,"Stadio Flaminio, Rome",N
04 May 2002,Sat,2002,,,ARG,CHL,57,13,9,1,5,0,Mendoza,N
08 Jun 2002,Sat,2002,ST,,NZL,ITA,64,10,9,1,5,0,"Waikato Stadium, Hamilton",N
08 Jun 2002,Sat,2002,ST,,SAF,WAL,34,19,5,2,5,0,"Vodacom Park, Bloemfontein",N
15 Jun 2002,Sat,2002,ST,1,NZL,IRE,15,6,2,0,4,0,"Carisbrook, Dunedin",N
15 Jun 2002,Sat,2002,ST,,ARG,FRA,28,27,3,3,4,1,"Velez Sarsfield, Buenos Aires",N
15 Jun 2002,Sat,2002,ST,,SAF,WAL,19,8,2,1,4,0,"Newlands, Cape Town",N
15 Jun 2002,Sat,2002,,,CAN,SCO,26,23,2,3,4,1,Vancouver,N
15 Jun 2002,Sat,2002,WQ,,TON,SAM,16,25,2,4,0,5,Nuku A'lofa,N
22 Jun 2002,Sat,2002,ST,,ARG,ENG,18,26,0,2,0,4,"Velez Sarsfield, Buenos Aires",N
22 Jun 2002,Sat,2002,ST,2,NZL,IRE,40,8,5,1,5,0,"Eden Park, Auckland",N
22 Jun 2002,Sat,2002,ST,,AUS,FRA,29,17,2,1,4,0,"Colonial Stadium, Melbourne",N
22 Jun 2002,Sat,2002,,,USA,SCO,23,65,2,10,0,5,San Francisco,N
28 Jun 2002,Fri,2002,WQ,,SAM,TON,31,13,3,1,4,0,Apia,N
29 Jun 2002,Sat,2002,ST,,AUS,FRA,31,25,4,3,5,1,"Stadium Australia, Sydney",N
29 Jun 2002,Sat,2002,,,SAF,ARG,49,29,6,2,5,0,Springs,N
29 Jun 2002,Sat,2002,,,NZL,FIJ,68,18,11,2,5,0,"Westpac Trust, Wellington",N
06 Jul 2002,Sat,2002,,,SAF,SAM,60,18,8,3,5,0,"Loftus Versfeld, Pretoria",N
13 Jul 2002,Sat,2002,3N BC,a ,NZL,AUS,12,6,0,0,4,1,"Jade Stadium, Christchurch",N
20 Jul 2002,Sat,2002,3N,,NZL,SAF,41,20,5,2,5,0,"Westpac Trust, Wellington",N
27 Jul 2002,Sat,2002,3N,,AUS,SAF,38,27,4,4,5,1,"Woolloongabba, Brisbane",N
03 Aug 2002,Sat,2002,3N BC,a ,AUS,NZL,16,14,2,1,4,1,"Stadium Australia, Sydney",N
10 Aug 2002,Sat,2002,3N,,SAF,NZL,23,30,2,4,1,5,"Kings Park Stadium, Durban",N
17 Aug 2002,Sat,2002,3N MP,s ,SAF,AUS,33,31,5,3,5,1,"Ellis Park, Johannesburg",N
07 Sep 2002,Sat,2002,WQ,,IRE,ROM,39,8,5,1,5,0,"Thomond Park, Limerick",N
21 Sep 2002,Sat,2002,WQ,,RUS,IRE,3,35,0,4,0,5,Krasnoyarsk,N
22 Sep 2002,Sun,2002,WQ,,SPA,ITA,3,50,0,7,0,5,Valladolid,N
28 Sep 2002,Sat,2002,WQ,,IRE,GEO,63,14,8,2,5,0,"Lansdowne Rd, Dublin",N
28 Sep 2002,Sat,2002,WQ,,ITA,ROM,25,17,1,2,4,0,"Stade Comunale, Parma",N
01 Nov 2002,Fri,2002,AI,,WAL,ROM,40,3,4,0,5,0,Wrexham,N
02 Nov 2002,Sat,2002,,,ARG,AUS,6,17,0,1,0,4,"River Plate, Buenos Aires",N
09 Nov 2002,Sat,2002,AI,,IRE,AUS,18,9,0,0,4,0,"Lansdowne Rd, Dublin",N
09 Nov 2002,Sat,2002,AI,,SCO,ROM,37,10,5,1,5,0,"Murrayfield, Edinburgh",N
09 Nov 2002,Sat,2002,AI,,WAL,FIJ,58,14,7,2,5,0,"Millennium Stadium, Cardiff",N
09 Nov 2002,Sat,2002,AI,,ENG,NZL,31,28,3,4,4,2,"Twickenham, London",N
09 Nov 2002,Sat,2002,AI,,FRA,SAF,30,10,2,1,4,0,Marseille,N
16 Nov 2002,Sat,2002,AI DG,,FRA,NZL,20,20,2,2,2,2,"Stade de France, Paris",N
16 Nov 2002,Sat,2002,AI CC,e ,ENG,AUS,32,31,2,3,4,1,"Twickenham, London",N
16 Nov 2002,Sat,2002,AI,,ITA,ARG,6,36,0,5,0,5,"Stadio Flaminio, Rome",N
16 Nov 2002,Sat,2002,AI,,SCO,SAF,21,6,2,0,4,0,"Murrayfield, Edinburgh",N
16 Nov 2002,Sat,2002,AI,,WAL,CAN,32,21,2,0,4,0,"Millennium Stadium, Cardiff",N
17 Nov 2002,Sun,2002,AI,,IRE,FIJ,64,17,9,2,5,0,"Lansdowne Rd, Dublin",N
23 Nov 2002,Sat,2002,AI,,ITA,AUS,3,34,0,5,0,5,Genoa,N
23 Nov 2002,Sat,2002,AI,,IRE,ARG,16,7,1,1,4,0,"Lansdowne Rd, Dublin",N
23 Nov 2002,Sat,2002,AI,,WAL,NZL,17,43,2,4,0,5,"Millennium Stadium, Cardiff",N
23 Nov 2002,Sat,2002,AI,,ENG,SAF,53,3,7,0,5,0,"Twickenham, London",N
23 Nov 2002,Sat,2002,AI,,FRA,CAN,35,3,4,0,5,0,"Stade de France, Paris",N
24 Nov 2002,Sun,2002,AI,,SCO,FIJ,36,22,5,2,5,0,"Murrayfield, Edinburgh",N
15 Feb 2003,Sat,2003,6N,1,ITA,WAL,30,22,3,3,4,0,"Stadio Flaminio, Rome",N
15 Feb 2003,Sat,2003,6N,1,ENG,FRA,25,17,1,3,4,0,"Twickenham, London",N
16 Feb 2003,Sun,2003,6N,1,SCO,IRE,6,36,0,3,0,4,"Murrayfield, Edinburgh",N
22 Feb 2003,Sat,2003,6N,2,ITA,IRE,13,37,1,5,0,5,"Stadio Flaminio, Rome",N
22 Feb 2003,Sat,2003,6N,2,WAL,ENG,9,26,0,2,0,4,"Millennium Stadium, Cardiff",N
23 Feb 2003,Sun,2003,6N,2,FRA,SCO,38,3,4,0,5,0,"Stade de France, Paris",N
08 Mar 2003,Sat,2003,6N,3,IRE,FRA,15,12,0,0,4,1,"Lansdowne Rd, Dublin",N
08 Mar 2003,Sat,2003,6N,3,SCO,WAL,30,22,3,3,4,0,"Murrayfield, Edinburgh",N
09 Mar 2003,Sun,2003,6N,3,ENG,ITA,40,5,6,1,5,0,"Twickenham, London",N
22 Mar 2003,Sat,2003,6N CA,4,ENG,SCO,40,9,4,0,5,0,"Twickenham, London",N
22 Mar 2003,Sat,2003,6N,4,WAL,IRE,24,25,3,2,1,4,"Millennium Stadium, Cardiff",N
23 Mar 2003,Sun,2003,6N,4,ITA,FRA,27,53,4,7,1,5,"Stadio Flaminio, Rome",N
29 Mar 2003,Sat,2003,6N,5,SCO,ITA,33,25,4,3,5,0,"Murrayfield, Edinburgh",N
29 Mar 2003,Sat,2003,6N,5,FRA,WAL,33,5,3,1,4,0,"Stade de France, Paris",N
30 Mar 2003,Sun,2003,6N,5,IRE,ENG,6,42,0,5,0,5,"Lansdowne Rd, Dublin",N
07 Jun 2003,Sat,2003,ST,,SAF,SCO,29,25,2,3,4,1,"Kings Park Stadium, Durban",N
07 Jun 2003,Sat,2003,ST,,AUS,IRE,45,16,6,1,5,0,"Subiaco Oval, Perth_AUS",N
14 Jun 2003,Sat,2003,ST,,ARG,FRA,10,6,1,0,4,1,"Velez Sarsfield, Buenos Aires",N
14 Jun 2003,Sat,2003,ST,,SAF,SCO,28,19,1,1,4,0,"Ellis Park, Johannesburg",N
14 Jun 2003,Sat,2003,ST,,AUS,WAL,30,10,5,1,5,0,"Stadium Australia, Sydney",N
14 Jun 2003,Sat,2003,ST,,NZL,ENG,13,15,1,0,1,4,"Westpac Trust, Wellington",N
14 Jun 2003,Sat,2003,ST,,TON,IRE,19,40,2,6,0,5,Nuku A'lofa,N
20 Jun 2003,Fri,2003,ST,,ARG,FRA,33,32,2,2,4,1,"Velez Sarsfield, Buenos Aires",N
20 Jun 2003,Fri,2003,ST,,SAM,IRE,14,40,2,3,0,4,Apia,N
21 Jun 2003,Sat,2003,ST CC,e ,AUS,ENG,14,25,1,3,0,4,"Colonial Stadium, Melbourne",N
21 Jun 2003,Sat,2003,ST,,NZL,WAL,55,3,8,0,5,0,"Waikato Stadium, Hamilton",N
